-0.04, 0.05, 1.01,2020-04-20T15:28:35.209Z
-0.03, 0.05, 0.98,2020-04-20T15:28:35.334Z
-0.03, 0.05, 1.01,2020-04-20T15:28:35.516Z
-0.01, 0.05, 1.02,2020-04-20T15:28:35.652Z
-0.02, 0.06, 1.00,2020-04-20T15:28:35.824Z
-0.02, 0.05, 1.01,2020-04-20T15:28:36.030Z
-0.03, 0.05, 1.01,2020-04-20T15:28:36.156Z
-0.02, 0.05, 1.01,2020-04-20T15:28:36.299Z
-0.02, 0.05, 1.01,2020-04-20T15:28:36.541Z
-0.02, 0.09, 1.01,2020-04-20T15:28:36.616Z
-0.04, 0.07, 1.01,2020-04-20T15:28:36.847Z
-0.03, 0.01, 1.01,2020-04-20T15:28:36.941Z
-0.05, 0.04, 1.00,2020-04-20T15:28:37.097Z
-0.02, 0.04, 0.99,2020-04-20T15:28:37.361Z
-0.01, 0.04, 0.99,2020-04-20T15:28:37.428Z
-0.02, 0.06, 1.00,2020-04-20T15:28:37.667Z
-0.06, 0.09, 1.02,2020-04-20T15:28:37.756Z
-0.02, 0.05, 1.01,2020-04-20T15:28:37.980Z
-0.03, 0.05, 1.01,2020-04-20T15:28:38.063Z
-0.02, 0.05, 1.01,2020-04-20T15:28:38.281Z
-0.03, 0.05, 1.01,2020-04-20T15:28:38.384Z
-0.02, 0.05, 1.01,2020-04-20T15:28:38.547Z
-0.03, 0.05, 1.00,2020-04-20T15:28:38.794Z
-0.02, 0.05, 1.00,2020-04-20T15:28:38.869Z
-0.06, 0.01, 0.97,2020-04-20T15:28:39.100Z
-0.01, 0.02, 1.00,2020-04-20T15:28:39.188Z
-0.02, 0.04, 1.01,2020-04-20T15:28:39.409Z
-0.03, 0.02, 1.01,2020-04-20T15:28:39.511Z
-0.04, 0.06, 1.01,2020-04-20T15:28:39.715Z
-0.02, 0.06, 1.00,2020-04-20T15:28:39.842Z
-0.01, 0.00, 1.00,2020-04-20T15:28:40.023Z
-0.02, 0.04, 0.99,2020-04-20T15:28:40.151Z
-0.01, 0.09, 1.00,2020-04-20T15:28:40.438Z
-0.02, 0.05, 1.01,2020-04-20T15:28:40.509Z
-0.02, 0.05, 1.01,2020-04-20T15:28:40.639Z
-0.03, 0.05, 1.00,2020-04-20T15:28:40.970Z
-0.02, 0.05, 1.01,2020-04-20T15:28:41.114Z
-0.03, 0.05, 1.01,2020-04-20T15:28:41.178Z
-0.02, 0.05, 1.01,2020-04-20T15:28:41.277Z
-0.03, 0.05, 1.00,2020-04-20T15:28:41.460Z
-0.02, 0.06, 1.01,2020-04-20T15:28:41.599Z
-0.01, 0.05, 0.99,2020-04-20T15:28:41.870Z
-0.00, 0.05, 1.01,2020-04-20T15:28:41.934Z
-0.03, 0.07, 1.01,2020-04-20T15:28:42.172Z
-0.03, 0.05, 1.01,2020-04-20T15:28:42.242Z
-0.04, 0.07, 1.01,2020-04-20T15:28:42.487Z
-0.03, 0.05, 0.99,2020-04-20T15:28:42.573Z
-0.02, 0.05, 1.02,2020-04-20T15:28:42.787Z
-0.03, 0.05, 1.00,2020-04-20T15:28:42.885Z
-0.02, 0.05, 1.00,2020-04-20T15:28:43.095Z
-0.02, 0.05, 1.01,2020-04-20T15:28:43.234Z
-0.03, 0.06, 1.01,2020-04-20T15:28:43.377Z
